product,layer,actual_contract,start_date,end_date,reason
fu,actual_1w_roll_segment,FU1112,2011-08-10,2011-11-30,"trading parameter gate failed for FU1112 on 2011-11-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1203,2011-12-01,2012-02-01,"trading parameter gate failed for FU1203 on 2012-02-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1205,2012-02-02,2012-04-26,"trading parameter gate failed for FU1205 on 2012-04-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1209,2012-04-27,2012-08-08,"trading parameter gate failed for FU1209 on 2012-08-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1301,2012-08-09,2012-12-31,"trading parameter gate failed for FU1301 on 2012-12-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1305,2013-01-04,2013-04-26,"trading parameter gate failed for FU1305 on 2013-04-26: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1309,2013-05-02,2013-08-30,"trading parameter gate failed for FU1309 on 2013-08-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
fu,actual_1w_roll_segment,FU1310,2013-09-02,2013-09-30,"trading parameter gate failed for FU1310 on 2013-09-30: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
hc,actual_1w_roll_segment,HC1407,2014-03-21,2014-03-21,RQData returned no rows for HC1407 1w 2014-03-21..2014-03-21
i,actual_1w_roll_segment,I1403,2013-10-18,2013-10-18,RQData returned no rows for I1403 1w 2013-10-18..2013-10-18
jd,actual_1w_roll_segment,JD1403,2013-11-08,2013-11-08,RQData returned no rows for JD1403 1w 2013-11-08..2013-11-08
jm,actual_1w_roll_segment,JM1307,2013-03-22,2013-03-22,RQData returned no rows for JM1307 1w 2013-03-22..2013-03-22
jr,actual_1w_roll_segment,JR1403,2013-11-18,2013-11-18,"trading parameter gate failed for JR1403 on 2013-11-18: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'jr', 'c"
jr,actual_1w_roll_segment,JR1405,2013-11-19,2014-05-16,"trading parameter gate failed for JR1405 on 2014-05-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'jr', 'c"
jr,actual_1w_roll_segment,JR1409,2014-05-19,2014-08-29,"trading parameter gate failed for JR1409 on 2014-08-29: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'jr', 'c"
jr,actual_1w_roll_segment,JR1501,2014-09-01,2015-01-16,"trading parameter gate failed for JR1501 on 2015-01-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1501', 'trade_date': "
jr,actual_1w_roll_segment,JR1503,2015-01-19,2015-03-13,"trading parameter gate failed for JR1503 on 2015-03-13: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1503', 'trade_date': "
jr,actual_1w_roll_segment,JR1505,2015-03-16,2015-05-15,"trading parameter gate failed for JR1505 on 2015-05-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1505', 'trade_date': "
jr,actual_1w_roll_segment,JR1509,2015-05-18,2015-09-16,"trading parameter gate failed for JR1509 on 2015-09-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1509', 'trade_date': "
jr,actual_1w_roll_segment,JR1511,2015-09-17,2015-11-13,"trading parameter gate failed for JR1511 on 2015-11-13: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1511', 'trade_date': "
jr,actual_1w_roll_segment,JR1601,2015-11-16,2016-01-15,"trading parameter gate failed for JR1601 on 2016-01-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1601', 'trade_date': "
jr,actual_1w_roll_segment,JR1603,2016-01-18,2016-03-14,"trading parameter gate failed for JR1603 on 2016-03-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1603', 'trade_date': "
jr,actual_1w_roll_segment,JR1605,2016-03-15,2016-05-16,"trading parameter gate failed for JR1605 on 2016-05-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1605', 'trade_date': "
jr,actual_1w_roll_segment,JR1607,2016-05-17,2016-06-29,"trading parameter gate failed for JR1607 on 2016-06-29: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1607', 'trade_date': "
jr,actual_1w_roll_segment,JR1609,2016-06-30,2016-09-14,"trading parameter gate failed for JR1609 on 2016-09-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1609', 'trade_date': "
jr,actual_1w_roll_segment,JR1701,2016-09-19,2017-01-16,"trading parameter gate failed for JR1701 on 2017-01-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'jr', 'contract_code': 'JR1701', 'trade_date': "
l,actual_1w_roll_segment,L0710,2007-07-31,2007-07-31,"trading parameter gate failed for L0710 on 2007-07-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
l,actual_1w_roll_segment,L0711,2007-08-01,2007-09-18,"trading parameter gate failed for L0711 on 2007-09-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
l,actual_1w_roll_segment,L0801,2007-09-19,2007-12-10,"trading parameter gate failed for L0801 on 2007-12-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
l,actual_1w_roll_segment,L0805,2007-12-11,2008-04-01,"trading parameter gate failed for L0805 on 2008-04-01: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
l,actual_1w_roll_segment,L0809,2008-04-02,2008-08-08,"trading parameter gate failed for L0809 on 2008-08-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
l,actual_1w_roll_segment,L0901,2008-08-11,2008-12-10,"trading parameter gate failed for L0901 on 2008-12-10: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
m,actual_1w_roll_segment,M0505,2005-01-04,2005-03-16,"trading parameter gate failed for M0505 on 2005-03-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0508,2005-03-17,2005-06-20,"trading parameter gate failed for M0508 on 2005-06-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0509,2005-06-21,2005-08-02,"trading parameter gate failed for M0509 on 2005-08-02: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0511,2005-08-03,2005-09-05,"trading parameter gate failed for M0511 on 2005-09-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0601,2005-09-06,2005-10-25,"trading parameter gate failed for M0601 on 2005-10-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0605,2005-10-26,2006-02-17,"trading parameter gate failed for M0605 on 2006-02-17: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0609,2006-02-20,2006-05-11,"trading parameter gate failed for M0609 on 2006-05-11: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0611,2006-05-12,2006-07-31,"trading parameter gate failed for M0611 on 2006-07-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0701,2006-08-01,2006-10-19,"trading parameter gate failed for M0701 on 2006-10-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0705,2006-10-20,2007-01-31,"trading parameter gate failed for M0705 on 2007-01-31: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0709,2007-02-01,2007-07-03,"trading parameter gate failed for M0709 on 2007-07-03: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0801,2007-07-04,2007-08-23,"trading parameter gate failed for M0801 on 2007-08-23: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0805,2007-08-24,2007-12-13,"trading parameter gate failed for M0805 on 2007-12-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0809,2007-12-14,2008-06-25,"trading parameter gate failed for M0809 on 2008-06-25: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
m,actual_1w_roll_segment,M0901,2008-06-26,2008-10-31,"trading parameter gate failed for M0901 on 2008-10-31: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
ma,actual_1w_roll_segment,MA1506,2014-06-17,2015-04-16,"trading parameter gate failed for MA1506 on 2015-04-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1506', 'trade_date': "
ma,actual_1w_roll_segment,MA1509,2015-04-17,2015-07-27,"trading parameter gate failed for MA1509 on 2015-07-27: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1509', 'trade_date': "
ma,actual_1w_roll_segment,MA1601,2015-07-28,2015-11-27,"trading parameter gate failed for MA1601 on 2015-11-27: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1601', 'trade_date': "
ma,actual_1w_roll_segment,MA1605,2015-11-30,2016-04-08,"trading parameter gate failed for MA1605 on 2016-04-08: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1605', 'trade_date': "
ma,actual_1w_roll_segment,MA1609,2016-04-11,2016-08-09,"trading parameter gate failed for MA1609 on 2016-08-09: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1609', 'trade_date': "
ma,actual_1w_roll_segment,MA1701,2016-08-10,2016-12-01,"trading parameter gate failed for MA1701 on 2016-12-01: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1701', 'trade_date': "
ma,actual_1w_roll_segment,MA1705,2016-12-02,2017-04-06,"trading parameter gate failed for MA1705 on 2017-04-06: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'ma', 'contract_code': 'MA1705', 'trade_date': "
ni,actual_1w_roll_segment,NI1909,2019-07-09,2019-07-17,RQData returned no rows for NI1909 1w 2019-07-09..2019-07-17
ni,actual_1w_roll_segment,NI2003,2019-12-31,2020-01-02,RQData returned no rows for NI2003 1w 2019-12-31..2020-01-02
oi,actual_1w_roll_segment,OI1307,2012-07-16,2012-10-15,"trading parameter gate failed for OI1307 on 2012-10-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'oi', 'c"
oi,actual_1w_roll_segment,OI1309,2012-10-16,2013-06-06,"trading parameter gate failed for OI1309 on 2013-06-06: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'oi', 'c"
oi,actual_1w_roll_segment,OI1401,2013-06-07,2013-10-22,"trading parameter gate failed for OI1401 on 2013-10-22: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'oi', 'c"
oi,actual_1w_roll_segment,OI1405,2013-10-23,2014-01-30,"trading parameter gate failed for OI1405 on 2014-01-30: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'oi', 'c"
oi,actual_1w_roll_segment,OI1409,2014-02-07,2014-06-09,"trading parameter gate failed for OI1409 on 2014-06-09: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'oi', 'c"
oi,actual_1w_roll_segment,OI1501,2014-06-10,2014-11-14,"trading parameter gate failed for OI1501 on 2014-11-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'oi', 'c"
oi,actual_1w_roll_segment,OI1505,2014-11-17,2015-03-10,"trading parameter gate failed for OI1505 on 2015-03-10: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1505', 'trade_date': "
oi,actual_1w_roll_segment,OI1509,2015-03-11,2015-06-12,"trading parameter gate failed for OI1509 on 2015-06-12: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1509', 'trade_date': "
oi,actual_1w_roll_segment,OI1601,2015-06-15,2015-11-10,"trading parameter gate failed for OI1601 on 2015-11-10: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1601', 'trade_date': "
oi,actual_1w_roll_segment,OI1605,2015-11-11,2016-03-08,"trading parameter gate failed for OI1605 on 2016-03-08: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1605', 'trade_date': "
oi,actual_1w_roll_segment,OI1609,2016-03-09,2016-07-05,"trading parameter gate failed for OI1609 on 2016-07-05: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1609', 'trade_date': "
oi,actual_1w_roll_segment,OI1701,2016-07-06,2016-11-22,"trading parameter gate failed for OI1701 on 2016-11-22: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1701', 'trade_date': "
oi,actual_1w_roll_segment,OI1705,2016-11-23,2017-03-15,"trading parameter gate failed for OI1705 on 2017-03-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'oi', 'contract_code': 'OI1705', 'trade_date': "
p,actual_1w_roll_segment,P0801,2007-10-29,2007-10-29,"trading parameter gate failed for P0801 on 2007-10-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
p,actual_1w_roll_segment,P0805,2007-10-30,2008-04-18,"trading parameter gate failed for P0805 on 2008-04-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
p,actual_1w_roll_segment,P0809,2008-04-21,2008-08-06,"trading parameter gate failed for P0809 on 2008-08-06: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'cl"
p,actual_1w_roll_segment,P0901,2008-08-07,2008-11-26,"trading parameter gate failed for P0901 on 2008-11-26: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['margin', 'open_commission', 'close_commission', 'close_today_commission'], 'product':"
pb,actual_1w_roll_segment,PB1109,2011-03-24,2011-08-08,"trading parameter gate failed for PB1109 on 2011-08-08: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1110,2011-08-09,2011-09-21,"trading parameter gate failed for PB1110 on 2011-09-21: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1111,2011-09-22,2011-10-18,"trading parameter gate failed for PB1111 on 2011-10-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1112,2011-10-19,2011-11-16,"trading parameter gate failed for PB1112 on 2011-11-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1201,2011-11-17,2011-12-19,"trading parameter gate failed for PB1201 on 2011-12-19: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1202,2011-12-20,2012-01-09,"trading parameter gate failed for PB1202 on 2012-01-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1203,2012-01-10,2012-02-15,"trading parameter gate failed for PB1203 on 2012-02-15: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1204,2012-02-16,2012-03-12,"trading parameter gate failed for PB1204 on 2012-03-12: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1205,2012-03-13,2012-03-27,"trading parameter gate failed for PB1205 on 2012-03-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1206,2012-03-28,2012-04-27,"trading parameter gate failed for PB1206 on 2012-04-27: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1207,2012-05-02,2012-05-18,"trading parameter gate failed for PB1207 on 2012-05-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1208,2012-05-21,2012-06-29,"trading parameter gate failed for PB1208 on 2012-06-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1209,2012-07-02,2012-07-05,"trading parameter gate failed for PB1209 on 2012-07-05: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1210,2012-07-06,2012-09-18,"trading parameter gate failed for PB1210 on 2012-09-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1211,2012-09-19,2012-10-18,"trading parameter gate failed for PB1211 on 2012-10-18: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1212,2012-10-19,2012-11-13,"trading parameter gate failed for PB1212 on 2012-11-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1301,2012-11-14,2012-12-10,"trading parameter gate failed for PB1301 on 2012-12-10: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1302,2012-12-11,2013-01-16,"trading parameter gate failed for PB1302 on 2013-01-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1303,2013-01-17,2013-02-04,"trading parameter gate failed for PB1303 on 2013-02-04: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1304,2013-02-05,2013-03-07,"trading parameter gate failed for PB1304 on 2013-03-07: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1305,2013-03-08,2013-04-09,"trading parameter gate failed for PB1305 on 2013-04-09: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1306,2013-04-10,2013-05-29,"trading parameter gate failed for PB1306 on 2013-05-29: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1307,2013-05-30,2013-06-20,"trading parameter gate failed for PB1307 on 2013-06-20: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1309,2013-06-21,2013-09-16,"trading parameter gate failed for PB1309 on 2013-09-16: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
pb,actual_1w_roll_segment,PB1406,2014-05-16,2014-05-22,RQData returned no rows for PB1406 1w 2014-05-16..2014-05-22
pb,actual_1w_roll_segment,PB1412,2014-10-21,2014-10-30,RQData returned no rows for PB1412 1w 2014-10-21..2014-10-30
pm,actual_1w_roll_segment,PM1301,2012-01-17,2012-12-14,"trading parameter gate failed for PM1301 on 2012-12-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'pm', 'c"
pm,actual_1w_roll_segment,PM1309,2012-12-17,2013-05-08,"trading parameter gate failed for PM1309 on 2013-05-08: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'pm', 'c"
pm,actual_1w_roll_segment,PM1307,2013-05-09,2013-07-04,"trading parameter gate failed for PM1307 on 2013-07-04: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'pm', 'c"
pm,actual_1w_roll_segment,PM1401,2013-07-05,2014-01-15,"trading parameter gate failed for PM1401 on 2014-01-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'pm', 'c"
pm,actual_1w_roll_segment,PM1409,2014-01-16,2014-08-04,"trading parameter gate failed for PM1409 on 2014-08-04: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'pm', 'c"
pm,actual_1w_roll_segment,PM1507,2014-08-05,2014-10-27,"trading parameter gate failed for PM1507 on 2014-10-27: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['open_commission', 'close_commission', 'close_today_commission'], 'product': 'pm', 'c"
pm,actual_1w_roll_segment,PM1501,2014-10-28,2015-01-16,"trading parameter gate failed for PM1501 on 2015-01-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1501', 'trade_date': "
pm,actual_1w_roll_segment,PM1509,2015-01-19,2015-09-02,"trading parameter gate failed for PM1509 on 2015-09-02: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1509', 'trade_date': "
pm,actual_1w_roll_segment,PM1601,2015-09-07,2016-01-15,"trading parameter gate failed for PM1601 on 2016-01-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1601', 'trade_date': "
pm,actual_1w_roll_segment,PM1605,2016-01-18,2016-05-16,"trading parameter gate failed for PM1605 on 2016-05-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1605', 'trade_date': "
pm,actual_1w_roll_segment,PM1611,2016-05-17,2016-11-14,"trading parameter gate failed for PM1611 on 2016-11-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1611', 'trade_date': "
pm,actual_1w_roll_segment,PM1701,2016-11-15,2017-01-16,"trading parameter gate failed for PM1701 on 2017-01-16: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1701', 'trade_date': "
pm,actual_1w_roll_segment,PM1703,2017-01-17,2017-03-14,"trading parameter gate failed for PM1703 on 2017-03-14: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1703', 'trade_date': "
pm,actual_1w_roll_segment,PM1705,2017-03-15,2017-05-15,"trading parameter gate failed for PM1705 on 2017-05-15: {'status': 'failed', 'source': 'mixed', 'missing_fields': ['close_today_commission'], 'product': 'pm', 'contract_code': 'PM1705', 'trade_date': "
pp,actual_1w_roll_segment,PP1405,2014-02-28,2014-03-03,RQData returned no rows for PP1405 1w 2014-02-28..2014-03-03
rb,actual_1w_roll_segment,RB0909,2009-03-27,2009-07-13,"trading parameter gate failed for RB0909 on 2009-07-13: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
rb,actual_1w_roll_segment,RB0910,2009-07-14,2009-08-04,"trading parameter gate failed for RB0910 on 2009-08-04: {'status': 'failed', 'source': None, 'missing_fields': ['price_tick', 'contract_multiplier', 'margin', 'open_commission', 'close_commission', 'c"
